Id,Tables,Join Conditions,Predicates,Cardinality
1884,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,=,1986",127893
1885,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,2006,mi.info_type_id,<,16",84953448
1886,movie_keyword mk,,"mk.keyword_id,<,10180",2973255
1887,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,2010,mi.info_type_id,>,8",5154062
1888,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,2001,mc.company_id,<,2075,mk.keyword_id,>,2839",414931
1889,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,>,71188,mc.company_type_id,=,2,mk.keyword_id,<,3662",1740898
1890,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,3760137,ci.role_id,>,4",19490064
1891,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,=,2010,mi_idx.info_type_id,=,99,mk.keyword_id,<,9542",28306
1892,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,>,2011,ci.person_id,>,2770962,ci.role_id,>,1",389108
1893,movie_companies mc,,"mc.company_id,>,76613,mc.company_type_id,=,2",459841
1894,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,=,2000",108792
1895,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,ci.person_id,>,2417320,ci.role_id,<,10",3840271
1896,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,1986,mk.keyword_id,<,1301",13874052
1897,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,>,2,t.production_year,>,2003,ci.person_id,=,1034392",371
1898,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,1,t.production_year,=,2006",37527
1899,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,<,1987,mc.company_id,=,16",48
1900,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,2,t.production_year,=,1980",7841
1901,cast_info ci,,"ci.person_id,=,3659262",26
1902,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,<,1309362,mi_idx.info_type_id,<,101",10397738
1903,movie_keyword mk,,"mk.keyword_id,>,4075",2368698
1904,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,1987,mc.company_id,<,3139,mc.company_type_id,<,2",235749
1905,cast_info ci,,"ci.person_id,>,1822103,ci.role_id,>,1",17920613
1906,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,>,1983,mk.keyword_id,>,785",2518791
1907,movie_keyword mk,,"mk.keyword_id,>,4528",2303456
1908,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,2005,mi.info_type_id,>,15",34007928
1909,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_type_id,=,2,mk.keyword_id,=,373",13597
1910,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,<,2010,mk.keyword_id,=,44829",92
1911,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,7,t.production_year,>,1988,mc.company_type_id,=,1,mi.info_type_id,<,3",230005
1912,movie_keyword mk,,"mk.keyword_id,=,22297",40
1913,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,ci.role_id,>,1",237828077
1914,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,3,t.production_year,=,2004",7995
1915,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,=,1977",110925
1916,movie_keyword mk,,"mk.keyword_id,<,180",225760
1917,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,<,2012,mk.keyword_id,=,7634",1424
1918,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,=,1916,ci.person_id,<,3012235,ci.role_id,>,3,mi_idx.info_type_id,>,100",563
1919,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,3,t.production_year,>,2004,ci.role_id,=,8",459941
1920,movie_keyword mk,,"mk.keyword_id,<,6022",2482571
1921,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,<,1990",18808694
1922,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.production_year,=,1930,mi_idx.info_type_id,<,101",4374
1923,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,1912,mi.info_type_id,>,7",9792004
1924,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,>,2011,mi.info_type_id,=,15",13868
1925,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,<,93,ci.person_id,<,3279277,ci.role_id,=,9",62675
1926,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,=,2012,mi.info_type_id,<,4",221542
1927,cast_info ci,,"ci.person_id,<,3085766,ci.role_id,=,1",12670688
1928,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mk.keyword_id,<,3397",14266766
1929,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.production_year,=,1997,ci.role_id,=,4,mk.keyword_id,>,82243",2756
1930,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,=,1992,ci.person_id,<,308883",52734
1931,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,ci.person_id,>,2265437,ci.role_id,>,1",5547304
1932,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,>,2007,mc.company_id,>,69263,mc.company_type_id,<,2",668
1933,"title t,movie_info mi",t.id=mi.movie_id,"mi.info_type_id,>,77",1052885
1934,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mk.keyword_id,=,795",15751
1935,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,t.production_year,=,1993,mc.company_type_id,>,1,ci.person_id,>,784465",210830
1936,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,>,222940,mc.company_type_id,>,1,ci.person_id,>,2318207",125374
1937,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,>,2007,mi.info_type_id,>,8",746493
1938,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,3,t.production_year,>,1999,mk.keyword_id,<,335",243756
1939,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,>,1943,mi_idx.info_type_id,=,101",437607
1940,cast_info ci,,"ci.person_id,>,2796977,ci.role_id,=,6",453758
1941,cast_info ci,,"ci.person_id,>,2177694,ci.role_id,>,2",10719009
1942,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,=,3077630,ci.role_id,>,1",24
1943,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,4,t.production_year,>,2011,ci.role_id,<,2",22079
1944,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,>,2007",630339
1945,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,=,1986,mi.info_type_id,>,4,mk.keyword_id,>,797",1920481
1946,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,>,3428",1672044
1947,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,<,2010,mi.info_type_id,<,16",9349205
1948,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,>,2011,mi.info_type_id,>,6",267898
1949,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,<,7,t.production_year,<,1926,mc.company_id,<,81316,mc.company_type_id,=,2",70725
1950,cast_info ci,,"ci.person_id,>,2306240,ci.role_id,=,2",3056724
1951,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.production_year,=,2002,mc.company_id,<,2609,ci.person_id,<,1674702",367299
1952,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,724",769243
1953,movie_keyword mk,,"mk.keyword_id,<,8618",2839386
1954,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,1908157,ci.role_id,<,4",15425936
1955,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,1983",57318349
1956,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,<,1715416",20461915
1957,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,4,t.production_year,=,2012,mc.company_id,<,91418,mc.company_type_id,>,1,mi_idx.info_type_id,<,101",648
1958,movie_keyword mk,,"mk.keyword_id,<,4649",2251746
1959,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,<,16,mk.keyword_id,<,3203",44450630
1960,cast_info ci,,"ci.person_id,<,1148321,ci.role_id,>,2",3254864
1961,cast_info ci,,"ci.person_id,=,1243863,ci.role_id,=,1",470
1962,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,<,2007,ci.person_id,=,84475",211
1963,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,<,7589",2687341
1964,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,2561,mc.company_type_id,>,1",252961
1965,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,<,1614935,ci.role_id,>,10,mk.keyword_id,>,797",581489
1966,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,<,4,t.production_year,>,2001",25220205
1967,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2007,mk.keyword_id,>,4963",19924696
1968,movie_companies mc,,"mc.company_id,=,192,mc.company_type_id,=,1",959
1969,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,2,ci.person_id,<,481176",1498199
1970,movie_keyword mk,,"mk.keyword_id,=,3751",211
1971,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,<,2011",4504097
1972,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,3365593,ci.role_id,=,2",7451973
1973,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,2005,mk.keyword_id,<,4702",28859787
1974,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,=,637724,ci.role_id,<,3",632
1975,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,<,637543,ci.role_id,=,4",4566026
1976,title t,,"t.kind_id,>,2,t.production_year,<,1940",331
1977,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,4,t.production_year,<,2012,mc.company_id,=,1403,mk.keyword_id,>,1725",336
1978,movie_companies mc,,"mc.company_id,=,32447",16
1979,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,1959",459562
1980,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mi.info_type_id,>,93",9877566
1981,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,1067976,ci.role_id,=,1",4843871
1982,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,>,1,t.production_year,=,1936",3
1983,title t,,"t.kind_id,>,4,t.production_year,<,2007",885784
1984,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,>,1964,mi_idx.info_type_id,>,100",403360
1985,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,<,2752006,ci.role_id,=,8,mk.keyword_id,>,12109",1000215
1986,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,>,1,mc.company_id,>,7669,mc.company_type_id,>,1",1291890
1987,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,467913,ci.role_id,>,4",8747893
1988,movie_companies mc,,"mc.company_id,>,75112,mc.company_type_id,=,2",482256
1989,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,1999",10517100
1990,movie_keyword mk,,"mk.keyword_id,<,4196",2169032
1991,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.production_year,<,2006,mc.company_type_id,=,2,ci.person_id,>,2374781,ci.role_id,>,4",3787874
1992,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,>,1982,ci.person_id,=,3005042",3892
1993,movie_keyword mk,,"mk.keyword_id,>,6105",2024705
1994,cast_info ci,,"ci.person_id,<,2715282,ci.role_id,=,9",265843
1995,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,2011,mi_idx.info_type_id,<,101",385578
1996,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2002,mc.company_type_id,>,1,mk.keyword_id,<,30127",3658632
1997,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,>,2005,mi_idx.info_type_id,<,100",850677
1998,cast_info ci,,"ci.person_id,>,1029116,ci.role_id,>,1",20640258
1999,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,21770",23
2000,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,>,2012,ci.role_id,>,3,mi_idx.info_type_id,=,101",42140
2001,cast_info ci,,"ci.person_id,=,546624",32
2002,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,4,mc.company_id,<,6158,mc.company_type_id,>,1",5124
2003,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,1954,mi.info_type_id,=,6,mk.keyword_id,<,25784",495407
2004,cast_info ci,,"ci.person_id,>,1578354,ci.role_id,>,2",11661329
2005,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","mi.info_type_id,=,1",16316911
2006,movie_keyword mk,,"mk.keyword_id,=,463",382
2007,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,>,1998,mi.info_type_id,=,18",370350
2008,movie_keyword mk,,"mk.keyword_id,>,14225",1260556
2009,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,>,1971,ci.person_id,<,357113,ci.role_id,>,1",9594924
2010,movie_keyword mk,,"mk.keyword_id,>,365",4017785
2011,movie_companies mc,,"mc.company_id,=,174448",3
2012,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,<,2626679,ci.role_id,>,10,mi_idx.info_type_id,<,100",48253
2013,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,2,mi_idx.info_type_id,=,99",1976963
2014,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,1966,mk.keyword_id,=,432",12322
2015,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,mk.keyword_id,<,1580",1091263
2016,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,>,1435,mc.company_type_id,=,2,mi_idx.info_type_id,<,101",980920
2017,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1961,mi.info_type_id,=,3,mi_idx.info_type_id,>,99",927171
2018,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,>,518143,ci.role_id,=,3",2388869
2019,title t,,"t.kind_id,=,2,t.production_year,>,1953",89354
2020,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,>,2010,ci.person_id,<,505758",472006
2021,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.production_year,=,1993",2962664
2022,movie_keyword mk,,"mk.keyword_id,<,14532",3279938
2023,movie_keyword mk,,"mk.keyword_id,<,15358",3325564
2024,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,=,2006,mi.info_type_id,<,7,mi_idx.info_type_id,>,100",96637
2025,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,28350,ci.role_id,<,8",147155896
2026,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,<,258,mc.company_type_id,=,2,ci.person_id,>,2371859,ci.role_id,>,2",875715
2027,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,<,2011,mk.keyword_id,>,918",3281885
2028,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,t.production_year,>,1983,mc.company_id,<,15884,mc.company_type_id,>,1,ci.person_id,>,2599817",1552542
2029,movie_companies mc,,"mc.company_id,<,277",413623
2030,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,=,1987,mi_idx.info_type_id,=,101",5153
2031,cast_info ci,,"ci.person_id,<,1071477,ci.role_id,=,10",425636
2032,movie_companies mc,,"mc.company_id,>,819,mc.company_type_id,=,2",1159553
2033,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,=,1,t.production_year,<,1963",7472917
2034,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,1966,mi.info_type_id,>,8",150552585
2035,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2012,mi_idx.info_type_id,>,100",6773951
2036,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,>,1997,mi.info_type_id,=,7",5855791
2037,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,1962,mi.info_type_id,>,8,mk.keyword_id,<,49954",3755852
2038,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,6893",1077651
2039,cast_info ci,,"ci.person_id,<,749144",7712425
2040,cast_info ci,,"ci.person_id,<,2753325,ci.role_id,>,2",6596853
2041,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,ci.person_id,<,1335170,ci.role_id,<,4,mi_idx.info_type_id,<,100",2788965
2042,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,>,78276,mc.company_type_id,>,1,mi.info_type_id,=,4",434986
2043,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,>,2013,mi.info_type_id,>,18",40840
2044,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,=,2008,mi.info_type_id,>,1",597972
2045,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,1676",559
2046,movie_companies mc,,"mc.company_id,<,34,mc.company_type_id,<,2",129553
2047,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","mk.keyword_id,=,34362",581
2048,cast_info ci,,"ci.person_id,=,2777976",22
2049,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,1,t.production_year,>,1975,mi.info_type_id,>,18",743076
2050,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,=,1969",3212
2051,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,>,2011,mc.company_id,=,1451,mi.info_type_id,>,3",7517
2052,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,966,ci.role_id,=,8",269
2053,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,=,1,t.production_year,<,1997,mc.company_id,=,285",2
2054,title t,,"t.kind_id,=,1,t.production_year,=,2012",39560
2055,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,4,t.production_year,=,2007,ci.role_id,=,10",74312
2056,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,>,2010,mi.info_type_id,<,7",225396
2057,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,>,1,t.production_year,>,2007,mc.company_id,<,74185,mc.company_type_id,>,1,ci.person_id,>,802770",3252261
2058,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,1932,mi.info_type_id,=,107",270
2059,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,1,t.production_year,=,1932,mi.info_type_id,<,18",42786
2060,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,<,1962,mk.keyword_id,=,2249",1563
2061,cast_info ci,,"ci.person_id,>,308276,ci.role_id,>,10",304956
2062,cast_info ci,,"ci.person_id,=,1900467",10
2063,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2004,mk.keyword_id,<,889",26107647
